accepted_time,username,source_ip,source_port,preceding_window_minutes,preceding_failed_password_count,prior_accepted_logins_from_source,is_peak_attack_window,same_timestamp_sudo_count,same_timestamp_sudo_commands,established_source_baseline,baseline_multiple,detection_threshold,alert_triggered
2026-07-09 11:28:16,backup,198.51.100.26,62286,60,0,17,False,0,,3,0.0,20,False
2026-07-09 11:30:08,backup,198.51.100.24,52261,60,0,25,False,0,,3,0.0,20,False
2026-07-09 11:40:21,backup,198.51.100.24,38742,60,0,26,False,0,,3,0.0,20,False
2026-07-09 11:42:44,backup,192.0.2.12,36202,60,0,16,False,0,,3,0.0,20,False
2026-07-09 11:52:50,backup,192.0.2.31,42781,60,0,9,False,1,/usr/bin/journalctl -n 50,3,0.0,20,False
2026-07-09 11:55:11,backup,192.0.2.21,34748,60,0,16,False,0,,3,0.0,20,False
2026-07-09 12:18:18,backup,192.0.2.21,51612,60,0,17,False,0,,3,0.0,20,False
2026-07-09 12:38:51,backup,198.51.100.25,58371,60,1,18,False,0,,3,0.3,20,False
2026-07-09 12:42:37,backup,192.0.2.20,46395,60,1,13,False,0,,3,0.3,20,False
2026-07-09 12:45:45,backup,192.0.2.20,31781,60,1,14,False,0,,3,0.3,20,False
2026-07-09 12:52:51,backup,192.0.2.21,54206,60,0,18,False,0,,3,0.0,20,False
2026-07-09 13:06:01,backup,198.51.100.23,40543,60,0,15,False,0,,3,0.0,20,False
2026-07-09 13:23:46,backup,198.51.100.23,51038,60,0,16,False,0,,3,0.0,20,False
2026-07-09 13:25:10,backup,198.51.100.26,61231,60,0,18,False,0,,3,0.0,20,False
2026-07-09 13:34:45,backup,192.0.2.40,47739,60,0,14,False,0,,3,0.0,20,False
2026-07-09 13:44:43,backup,198.51.100.26,59101,60,1,19,False,0,,3,0.3,20,False
2026-07-09 13:52:15,backup,198.51.100.23,46822,60,0,17,False,0,,3,0.0,20,False
2026-07-09 14:29:14,backup,198.51.100.24,33310,60,1,27,False,0,,3,0.3,20,False
2026-07-09 15:18:06,backup,192.0.2.11,46216,60,0,18,False,0,,3,0.0,20,False
2026-07-09 15:21:48,backup,192.0.2.20,59296,60,0,15,False,0,,3,0.0,20,False
2026-07-09 15:44:26,backup,198.51.100.23,48922,60,0,18,False,0,,3,0.0,20,False
2026-07-09 15:55:02,backup,192.0.2.11,36081,60,0,19,False,0,,3,0.0,20,False
2026-07-09 16:47:12,backup,192.0.2.31,52311,60,1,10,False,0,,3,0.3,20,False
2026-07-09 17:28:43,backup,198.51.100.25,35097,60,0,19,False,0,,3,0.0,20,False
2026-07-09 17:35:00,backup,192.0.2.12,33886,60,0,17,False,1,/usr/bin/journalctl -n 50,3,0.0,20,False
2026-07-09 17:57:23,backup,198.51.100.24,55883,60,0,28,False,0,,3,0.0,20,False
2026-07-09 18:41:18,backup,192.0.2.20,45681,60,0,16,False,0,,3,0.0,20,False
2026-07-09 18:45:11,backup,198.51.100.24,43715,60,0,29,False,0,,3,0.0,20,False
2026-07-09 22:18:34,backup,198.51.100.25,59542,60,0,20,False,0,,3,0.0,20,False
2026-07-09 22:43:57,backup,192.0.2.21,53896,60,0,19,False,0,,3,0.0,20,False
2026-07-10 02:38:31,backup,192.0.2.31,57551,60,0,11,True,0,,3,0.0,20,False
2026-07-10 02:42:18,backup,192.0.2.20,30786,60,0,17,True,0,,3,0.0,20,False
2026-07-10 03:23:35,backup,192.0.2.40,47313,60,0,15,True,0,,3,0.0,20,False
2026-07-10 08:06:38,backup,198.51.100.23,50513,60,0,19,False,0,,3,0.0,20,False
2026-07-10 08:16:37,backup,198.51.100.24,47404,60,0,30,False,0,,3,0.0,20,False
2026-07-10 08:28:52,backup,198.51.100.26,63342,60,0,20,False,0,,3,0.0,20,False
2026-07-10 08:51:25,backup,198.51.100.23,43947,60,0,20,False,0,,3,0.0,20,False
2026-07-10 08:57:24,backup,198.51.100.25,61769,60,1,21,False,0,,3,0.3,20,False
2026-07-10 09:06:49,backup,198.51.100.23,41458,60,0,21,False,0,,3,0.0,20,False
2026-07-10 09:18:02,backup,192.0.2.20,54791,60,1,18,False,0,,3,0.3,20,False
2026-07-10 09:23:55,backup,198.51.100.25,30577,60,2,22,False,1,/usr/bin/apt update,3,0.7,20,False
2026-07-10 09:26:29,backup,198.51.100.25,41290,60,2,23,False,1,/usr/bin/systemctl status ssh,3,0.7,20,False
2026-07-10 09:47:10,backup,192.0.2.12,49412,60,1,18,False,0,,3,0.3,20,False
2026-07-10 09:50:34,backup,192.0.2.21,41625,60,0,20,False,0,,3,0.0,20,False
2026-07-10 10:11:37,backup,198.51.100.25,42168,60,0,24,False,0,,3,0.0,20,False
2026-07-10 10:20:40,backup,192.0.2.10,50529,60,0,15,False,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-10 10:32:59,backup,192.0.2.20,30921,60,0,19,False,1,/usr/bin/systemctl status ssh,3,0.0,20,False
2026-07-10 10:42:25,backup,192.0.2.12,42258,60,1,19,False,0,,3,0.3,20,False
2026-07-10 10:44:47,backup,192.0.2.10,37024,60,0,16,False,0,,3,0.0,20,False
2026-07-10 11:25:33,backup,198.51.100.24,41710,60,0,31,False,0,,3,0.0,20,False
2026-07-10 11:46:24,backup,192.0.2.12,56590,60,0,20,False,0,,3,0.0,20,False
2026-07-10 11:55:16,backup,192.0.2.31,36551,60,0,12,False,0,,3,0.0,20,False
2026-07-10 12:00:21,backup,198.51.100.24,50941,60,0,32,False,0,,3,0.0,20,False
2026-07-10 12:02:31,backup,198.51.100.25,46166,60,0,25,False,0,,3,0.0,20,False
2026-07-10 12:03:42,backup,192.0.2.40,39706,60,1,16,False,0,,3,0.3,20,False
2026-07-10 12:08:19,backup,198.51.100.24,35227,60,0,33,False,0,,3,0.0,20,False
2026-07-10 12:28:42,backup,192.0.2.30,34859,60,0,18,False,1,/usr/bin/du -sh /var/log,3,0.0,20,False
2026-07-10 13:05:16,backup,192.0.2.40,53954,60,0,17,False,0,,3,0.0,20,False
2026-07-10 13:19:12,backup,192.0.2.40,41433,60,0,18,False,0,,3,0.0,20,False
2026-07-10 13:24:40,backup,198.51.100.25,56103,60,0,26,False,0,,3,0.0,20,False
2026-07-10 13:36:38,backup,192.0.2.12,40130,60,1,21,False,0,,3,0.3,20,False
2026-07-10 14:17:18,backup,198.51.100.23,34842,60,0,22,False,0,,3,0.0,20,False
2026-07-10 14:53:38,backup,192.0.2.31,44553,60,0,13,False,0,,3,0.0,20,False
2026-07-10 14:54:22,backup,198.51.100.25,37793,60,0,27,False,0,,3,0.0,20,False
2026-07-10 14:59:15,backup,192.0.2.21,60597,60,0,21,False,0,,3,0.0,20,False
2026-07-10 15:18:21,backup,192.0.2.12,32785,60,0,22,False,0,,3,0.0,20,False
2026-07-10 15:20:47,backup,192.0.2.10,48116,60,0,17,False,0,,3,0.0,20,False
2026-07-10 15:56:09,backup,192.0.2.21,55877,60,0,22,False,0,,3,0.0,20,False
2026-07-10 16:30:08,backup,198.51.100.24,50662,60,0,34,False,0,,3,0.0,20,False
2026-07-10 16:30:27,backup,192.0.2.30,61972,60,0,19,False,0,,3,0.0,20,False
2026-07-10 16:41:50,backup,192.0.2.12,49445,60,0,23,False,0,,3,0.0,20,False
2026-07-10 16:47:26,backup,198.51.100.26,53400,60,0,21,False,0,,3,0.0,20,False
2026-07-10 16:54:06,backup,192.0.2.31,38202,60,0,14,False,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-10 16:55:22,backup,192.0.2.40,57533,60,0,19,False,0,,3,0.0,20,False
2026-07-10 17:10:13,backup,198.51.100.26,63807,60,0,22,False,0,,3,0.0,20,False
2026-07-10 17:11:23,backup,198.51.100.25,60626,60,1,28,False,0,,3,0.3,20,False
2026-07-10 17:15:59,backup,198.51.100.23,42122,60,0,23,False,0,,3,0.0,20,False
2026-07-10 17:31:35,backup,192.0.2.31,30412,60,0,15,False,0,,3,0.0,20,False
2026-07-10 17:42:36,backup,192.0.2.30,53054,60,1,20,False,1,/usr/bin/systemctl restart apache2,3,0.3,20,False
2026-07-10 17:58:58,backup,192.0.2.30,60322,60,0,21,False,0,,3,0.0,20,False
2026-07-10 18:10:25,backup,192.0.2.11,57022,60,0,20,False,0,,3,0.0,20,False
2026-07-10 18:19:50,backup,192.0.2.21,35238,60,0,23,False,0,,3,0.0,20,False
2026-07-10 19:54:32,backup,192.0.2.31,56688,60,0,16,False,0,,3,0.0,20,False
2026-07-10 21:36:25,backup,192.0.2.11,61069,60,0,21,False,0,,3,0.0,20,False
2026-07-10 23:59:29,backup,192.0.2.30,41928,60,0,22,False,0,,3,0.0,20,False
2026-07-11 03:08:19,backup,203.0.113.89,59595,60,87,0,True,2,/usr/bin/journalctl -n 200;/usr/bin/systemctl status cron,3,29.0,20,True
2026-07-11 07:46:27,backup,198.51.100.23,57139,60,0,24,False,0,,3,0.0,20,False
2026-07-11 08:05:14,backup,192.0.2.12,30512,60,0,24,False,0,,3,0.0,20,False
2026-07-11 08:13:22,backup,192.0.2.10,46091,60,0,18,False,0,,3,0.0,20,False
2026-07-11 08:19:20,backup,192.0.2.30,57875,60,0,23,False,1,/usr/bin/journalctl -n 50,3,0.0,20,False
2026-07-11 08:31:49,backup,192.0.2.12,31417,60,0,25,False,0,,3,0.0,20,False
2026-07-11 08:45:14,backup,198.51.100.23,59599,60,0,25,False,0,,3,0.0,20,False
2026-07-11 08:54:29,backup,192.0.2.21,36171,60,1,24,False,0,,3,0.3,20,False
2026-07-11 09:18:51,backup,198.51.100.24,64687,60,0,35,False,0,,3,0.0,20,False
2026-07-11 09:19:09,backup,192.0.2.12,41041,60,0,26,False,0,,3,0.0,20,False
2026-07-11 09:23:39,backup,192.0.2.31,58395,60,0,17,False,0,,3,0.0,20,False
2026-07-11 09:23:48,backup,192.0.2.12,30506,60,0,27,False,0,,3,0.0,20,False
2026-07-11 09:30:23,backup,198.51.100.26,50121,60,0,23,False,0,,3,0.0,20,False
2026-07-11 09:38:27,backup,192.0.2.11,61520,60,0,22,False,0,,3,0.0,20,False
2026-07-11 09:41:11,backup,198.51.100.23,57540,60,0,26,False,0,,3,0.0,20,False
2026-07-11 09:43:14,backup,192.0.2.21,44640,60,0,25,False,0,,3,0.0,20,False
2026-07-11 09:48:55,backup,192.0.2.21,51403,60,0,26,False,0,,3,0.0,20,False
2026-07-11 10:01:51,backup,192.0.2.21,38690,60,0,27,False,1,/usr/bin/du -sh /var/log,3,0.0,20,False
2026-07-11 10:08:28,backup,192.0.2.12,39539,60,0,28,False,0,,3,0.0,20,False
2026-07-11 10:10:25,backup,198.51.100.23,46613,60,0,27,False,0,,3,0.0,20,False
2026-07-11 10:13:48,backup,192.0.2.20,31771,60,0,20,False,1,/usr/bin/du -sh /var/log,3,0.0,20,False
2026-07-11 10:43:28,backup,192.0.2.31,43607,60,0,18,False,0,,3,0.0,20,False
2026-07-11 10:58:40,backup,192.0.2.21,39710,60,0,28,False,0,,3,0.0,20,False
2026-07-11 11:05:25,backup,192.0.2.12,58472,60,0,29,False,0,,3,0.0,20,False
2026-07-11 11:21:00,backup,192.0.2.11,40830,60,0,23,False,0,,3,0.0,20,False
2026-07-11 11:21:55,backup,198.51.100.25,48722,60,0,29,False,0,,3,0.0,20,False
2026-07-11 11:48:07,backup,198.51.100.26,53807,60,0,24,False,0,,3,0.0,20,False
2026-07-11 12:49:02,backup,198.51.100.23,43223,60,0,28,False,0,,3,0.0,20,False
2026-07-11 13:02:33,backup,192.0.2.10,59827,60,0,19,False,1,/usr/bin/journalctl -n 50,3,0.0,20,False
2026-07-11 13:09:11,backup,192.0.2.30,36532,60,0,24,False,0,,3,0.0,20,False
2026-07-11 13:14:57,backup,192.0.2.20,48607,60,0,21,False,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-11 13:33:24,backup,192.0.2.11,36896,60,0,24,False,0,,3,0.0,20,False
2026-07-11 13:38:34,backup,192.0.2.40,63300,60,0,20,False,0,,3,0.0,20,False
2026-07-11 13:53:42,backup,198.51.100.24,53499,60,0,36,False,0,,3,0.0,20,False
2026-07-11 14:02:06,backup,192.0.2.11,63916,60,0,25,False,1,/usr/bin/systemctl status ssh,3,0.0,20,False
2026-07-11 14:41:33,backup,198.51.100.24,38442,60,0,37,False,0,,3,0.0,20,False
2026-07-11 14:43:42,backup,192.0.2.11,30174,60,1,26,False,0,,3,0.3,20,False
2026-07-11 15:22:25,backup,198.51.100.24,51076,60,0,38,False,1,/usr/bin/du -sh /var/log,3,0.0,20,False
2026-07-11 15:41:02,backup,192.0.2.10,32215,60,1,20,False,0,,3,0.3,20,False
2026-07-11 15:45:48,backup,192.0.2.31,43441,60,0,19,False,0,,3,0.0,20,False
2026-07-11 15:51:52,backup,192.0.2.20,61386,60,0,22,False,0,,3,0.0,20,False
2026-07-11 16:02:34,backup,192.0.2.10,59667,60,0,21,False,0,,3,0.0,20,False
2026-07-11 16:03:05,backup,192.0.2.10,54139,60,0,22,False,0,,3,0.0,20,False
2026-07-11 16:33:54,backup,192.0.2.12,32435,60,0,30,False,1,/usr/bin/du -sh /var/log,3,0.0,20,False
2026-07-11 16:44:53,backup,192.0.2.11,58076,60,0,27,False,0,,3,0.0,20,False
2026-07-11 16:50:24,backup,198.51.100.26,39019,60,0,25,False,0,,3,0.0,20,False
2026-07-11 16:52:39,backup,192.0.2.30,55864,60,0,25,False,1,/usr/bin/systemctl status ssh,3,0.0,20,False
2026-07-11 17:03:18,backup,192.0.2.40,46344,60,0,21,False,1,/usr/bin/apt update,3,0.0,20,False
2026-07-11 17:07:29,backup,192.0.2.40,39968,60,0,22,False,0,,3,0.0,20,False
2026-07-11 17:10:06,backup,198.51.100.24,36614,60,0,39,False,0,,3,0.0,20,False
2026-07-11 17:48:40,backup,192.0.2.12,32848,60,0,31,False,0,,3,0.0,20,False
2026-07-11 17:50:48,backup,198.51.100.25,56193,60,0,30,False,0,,3,0.0,20,False
2026-07-11 17:52:18,backup,192.0.2.40,48066,60,1,23,False,1,/usr/bin/systemctl status ssh,3,0.3,20,False
2026-07-11 18:01:57,backup,198.51.100.24,39894,60,0,40,False,0,,3,0.0,20,False
2026-07-11 18:07:25,backup,192.0.2.11,34675,60,0,28,False,0,,3,0.0,20,False
2026-07-11 18:08:38,backup,192.0.2.12,55944,60,0,32,False,0,,3,0.0,20,False
2026-07-11 18:22:01,backup,192.0.2.40,44911,60,2,24,False,1,/usr/bin/systemctl status ssh,3,0.7,20,False
2026-07-11 18:32:22,backup,198.51.100.25,58122,60,0,31,False,0,,3,0.0,20,False
2026-07-11 19:00:56,backup,198.51.100.26,58094,60,0,26,False,0,,3,0.0,20,False
2026-07-11 21:13:20,backup,192.0.2.20,46873,60,1,23,False,0,,3,0.3,20,False
2026-07-11 21:22:36,backup,192.0.2.30,63666,60,0,26,False,0,,3,0.0,20,False
2026-07-11 21:46:48,backup,192.0.2.10,31045,60,0,23,False,0,,3,0.0,20,False
2026-07-11 22:14:43,backup,198.51.100.25,48133,60,0,32,False,0,,3,0.0,20,False
2026-07-12 00:58:01,backup,198.51.100.23,63762,60,0,29,True,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-12 01:04:48,backup,192.0.2.11,36297,60,0,29,True,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-12 02:23:28,backup,192.0.2.30,56282,60,0,27,True,0,,3,0.0,20,False
2026-07-12 05:23:32,backup,198.51.100.25,60563,60,0,33,True,0,,3,0.0,20,False
2026-07-12 08:09:43,backup,198.51.100.23,31055,60,0,30,False,0,,3,0.0,20,False
2026-07-12 08:13:23,backup,198.51.100.26,34753,60,1,27,False,0,,3,0.3,20,False
2026-07-12 08:18:30,backup,192.0.2.12,36497,60,0,33,False,0,,3,0.0,20,False
2026-07-12 08:30:25,backup,198.51.100.23,43932,60,0,31,False,0,,3,0.0,20,False
2026-07-12 08:33:03,backup,192.0.2.21,57967,60,0,29,False,0,,3,0.0,20,False
2026-07-12 08:39:13,backup,198.51.100.24,47467,60,2,41,False,0,,3,0.7,20,False
2026-07-12 09:03:42,backup,192.0.2.30,53076,60,0,28,False,0,,3,0.0,20,False
2026-07-12 09:51:29,backup,192.0.2.40,41959,60,0,25,False,0,,3,0.0,20,False
2026-07-12 10:54:20,backup,192.0.2.31,33339,60,0,20,False,0,,3,0.0,20,False
2026-07-12 11:17:42,backup,198.51.100.24,49892,60,0,42,False,0,,3,0.0,20,False
2026-07-12 11:29:17,backup,192.0.2.12,34434,60,0,34,False,0,,3,0.0,20,False
2026-07-12 12:05:52,backup,198.51.100.24,52413,60,0,43,False,0,,3,0.0,20,False
2026-07-12 12:08:47,backup,198.51.100.26,50479,60,0,28,False,0,,3,0.0,20,False
2026-07-12 12:18:09,backup,198.51.100.26,31429,60,0,29,False,0,,3,0.0,20,False
2026-07-12 12:23:32,backup,192.0.2.31,35695,60,1,21,False,0,,3,0.3,20,False
2026-07-12 12:34:10,backup,192.0.2.40,39246,60,0,26,False,0,,3,0.0,20,False
2026-07-12 12:34:37,backup,192.0.2.21,57638,60,0,30,False,0,,3,0.0,20,False
2026-07-12 12:39:41,backup,192.0.2.30,58392,60,0,29,False,0,,3,0.0,20,False
2026-07-12 12:48:55,backup,192.0.2.31,42838,60,1,22,False,0,,3,0.3,20,False
2026-07-12 12:58:26,backup,192.0.2.31,36293,60,1,23,False,0,,3,0.3,20,False
2026-07-12 13:30:57,backup,192.0.2.31,31420,60,0,24,False,0,,3,0.0,20,False
2026-07-12 13:57:30,backup,192.0.2.30,40605,60,0,30,False,0,,3,0.0,20,False
2026-07-12 14:40:26,backup,192.0.2.11,50275,60,0,30,False,0,,3,0.0,20,False
2026-07-12 14:50:53,backup,198.51.100.24,42891,60,0,44,False,0,,3,0.0,20,False
2026-07-12 15:11:29,backup,192.0.2.21,44323,60,1,31,False,0,,3,0.3,20,False
2026-07-12 15:37:18,backup,192.0.2.30,37366,60,0,31,False,0,,3,0.0,20,False
2026-07-12 15:43:25,backup,192.0.2.30,37218,60,0,32,False,0,,3,0.0,20,False
2026-07-12 15:46:29,backup,192.0.2.21,35826,60,0,32,False,0,,3,0.0,20,False
2026-07-12 15:54:28,backup,198.51.100.23,33449,60,0,32,False,0,,3,0.0,20,False
2026-07-12 16:06:17,backup,192.0.2.12,63011,60,0,35,False,0,,3,0.0,20,False
2026-07-12 16:50:28,backup,198.51.100.26,46786,60,0,30,False,0,,3,0.0,20,False
2026-07-12 17:31:53,backup,198.51.100.23,42444,60,0,33,False,0,,3,0.0,20,False
2026-07-12 18:01:13,backup,192.0.2.11,46999,60,0,31,False,1,/usr/bin/systemctl restart apache2,3,0.0,20,False
2026-07-12 18:01:36,backup,192.0.2.40,64232,60,0,27,False,0,,3,0.0,20,False
2026-07-12 18:06:49,backup,198.51.100.25,59230,60,1,34,False,0,,3,0.3,20,False
2026-07-12 18:08:14,backup,198.51.100.24,61087,60,0,45,False,0,,3,0.0,20,False
2026-07-12 18:10:09,backup,198.51.100.25,48961,60,1,35,False,1,/usr/bin/du -sh /var/log,3,0.3,20,False
2026-07-12 18:15:12,backup,192.0.2.11,49075,60,1,32,False,0,,3,0.3,20,False
2026-07-12 19:32:34,backup,192.0.2.30,46417,60,0,33,False,0,,3,0.0,20,False
2026-07-12 20:07:17,backup,192.0.2.30,45231,60,0,34,False,0,,3,0.0,20,False
2026-07-12 20:12:12,backup,192.0.2.10,51060,60,0,24,False,1,/usr/bin/apt update,3,0.0,20,False
2026-07-12 21:15:44,backup,198.51.100.24,33371,60,0,46,False,0,,3,0.0,20,False
2026-07-12 22:03:36,backup,192.0.2.21,37313,60,0,33,False,1,/usr/bin/apt update,3,0.0,20,False
2026-07-12 23:35:42,backup,192.0.2.20,44091,60,0,24,False,0,,3,0.0,20,False
